QUID,DWEIGHT_LIVE_FINAL,CS01,CS01_1,CS02,CS02_2,MTS01,MTS02,MTS03,MTS03_1,LMS01,LMS02,LMS02_1,LMS02_s,LMS03,LMS04,LMS05,LMS06,LMS07,LMS07_1,LMS07_2,LMS07_3a,LMS07_3b,LMS08,LMS08_s,LMS09a,LMS09b,LMS09c,LMS09d,LMS09e,LMS09f,LMS09g,LMS09f_s,SMS01a,SMS01b,SMS01c,SMS01d,SMS01d_s,SMS02,SMS03a,SMS03b,SMS03c,SMS03d,SMS04a,SMS04b,SMS04c,SMS04d,SMS04e,SMS04f,SMS04e_s,SMS05,MLA01,MLA02,MLA03,MLA03_1,MLA04,MLA04_1,LMA01,LMA02a_LS,LMA02b_LS,LMA02c_LS,LMA02d_LS,LMA02e_LS,LMA02f_LS,LMA02g_LS,LMA02h_LS,LMA02i_LS,LMA02j_LS,LMA02k_LS,LMA02l_LS,LMA02m_LS,LMA02n_LS,LMA02o_LS,LMA02p_LS,LMA02q_LS,LMA02r_LS,LMA02s_LS,LMA02f_1_LS,LMA02m_1_LS,LMA02q_1_LS,LMA02s_s_LS,LMA03a,LMA03b,LMA03c,LMA03d,LMA04a,LMA04b,LMA04c,LMA04d,LMA04e,LMA05a,LMA05b,LMA05c,LMA05d,LMA05d_1,SMA01,SMA02a,SMA02b,SMA02c,SMA02d,SMA03a,SMA03b,SMA03b_1,SMA04a,SMA04b,SMA04c,SMA04d,SMA04e,PLMA01,PLMA02a_LS,PLMA02b_LS,PLMA02c_LS,PLMA02d_LS,PLMA03a,PLMA03b,PLMA03c,PLMA03d,PLMA03e,PLMA04,PLMA05a,PLMA05b,PLMA05c,PLMA05d,PLMA05d_1,PSMA01,PSMA02a,PSMA02b,PSMA02c,PSMA02d,PSMA03a,PSMA03b,PSMA03c,PSMA03d,PSMA03e,PSMA04,PSMA05,MS04a,MS04b,MS04c,MS04b_s,MS04c_s,SECTORID,PLMA02a,PLMA02b,PLMA02c,PLMA02d,LMA02a,LMA02b,LMA02c,LMA02d,LMA03e,LMA04d_1,prov,ECO,prov_eco,mostcommonbe,mostcommonda,mostcommonpi,mostcommonpo
Q34753689,6.258856213,,,1,5,1,1,3,,3,2,,,,3,140000,14,2,,70,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,211,5,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,50,,50,,1,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34753707,22.00595067,3,,3,,1,1,3,,3,5,,,,3,575000,12,2,,110,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,194,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,50,40,1,,,,,2,,,,1,2,,,,,,,,,,,,,1,,1,,robotique-gps,1,,,,,,,,,,,24,2,2402,,1,,
Q34753709,3.427108477,,,1,5,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,,,,,,1,,2,1,,,,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,100,0,,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,3,3503,,,,3
Q34753712,2.740646982,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Feed push up - Lely Juno,1,,,,,,,,,,,59,12,5912,,1,,
Q34753714,23.01836501,3,,1,5,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,140,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,40,30,1,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,gps pour les arrrosages et caméra de surveillance des animaux,capteur de rendement par la moissonneus,1,,,,,,,,,,,24,2,2402,,1,,
Q34753720,3.362650952,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,In barn computer control of all environment,3,,,,,,,,,,,35,3,3503,,,,3
Q34753722,6.265729357,3,,1,1,1,1,1,5,1,5,,,2,3,500000,12,2,,97,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,5,1,111,3,,,,,,1,,,,,,,,,,,,,,1,,,,10,0,60,30,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,2,2402,,,3,
Q34753723,21.49387902,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,1,1,3,,,,,,1,,1,1,,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,0,25,50,1,,,,,3,,,,,,,1,,,,,,,,,,,24,2,2402,,1,,
Q34753749,2.655143994,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,48,7,4807,,,,3
Q34753756,4.374966417,3,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,,,,,,1,,1,1,,1,200,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,0,0,0,1,,,,,1,6,1,,,,,1,,,,,,,,,,,47,8,4708,,1,,
Q34753760,7.555846116,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,qualite de l'air,,3,,,,,,,,,,,24,1,2401,,,,3
Q34753768,3.276028202,,,,,1,1,1,4,3,2,,,,3,0,0,3,,,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,46,9,4609,,,3,
Q34753778,2.94762513,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,manure shed,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,barn air quality,barn ventilation and lighting,3,,,,,,,,,,,59,12,5912,,,,3
Q34753780,5.801021704,1,5,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,manure shed,,1,1,1,1,,,,,,1,,2,1,,3,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,0,50,0,,1,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,4,3504,,,,2
Q34753781,6.356473801,3,,1,1,1,1,3,,1,5,,,2,4,,16,2,,90,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,4,1,376,1,,,,,,1,,,,,,,,1,,,1,,,1,,1,,33,,34,33,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,compteur d'eau et ventilateur,,4,,,,,,,,,,,24,2,2402,,,3,
Q34753782,3.46547089,3,,,,1,1,3,,1,5,,,2,2,1000000,12,3,,,160,72,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,25,25,20,1,,,,,2,,1,1,1,4,,,,,,,,,,,,,1,1,1,"GPS, heat detection",GPS,1,,,,,,,,,,,59,12,5912,,1,,
Q34753785,4.162848268,1,1,,,1,1,3,,1,3,,,1,1,84000,10,3,,,120,70,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,15,35,15,1,,,,,2,,,,1,2,,,,,,,,,,,,,1,,1,,robotic milking,1,,,,,,,,,,,59,12,5912,,1,,
Q34753794,20.65581493,3,,1,2,1,1,3,,3,4,,,,3,,12,2,,110,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,1,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,50,50,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,24,2,2402,,1,,
Q34753799,10.36095169,1,1,1,1,1,1,3,,3,4,,,,3,6500,10,3,,,150,40,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,40,1,100,5,,,,,,1,,,,,,,,,,,,,,2,,,,10,0,85,5,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,35,3,3503,,1,,
Q34753806,3.709198599,,,,,1,1,1,5,3,5,,,,3,4500,12,2,,120,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,maximus,4,,,,,,,,,,,24,2,2402,,,2,
Q34753818,22.16845615,3,,3,,1,1,3,,3,5,,,,3,3000,12,2,,110,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,185,1,284,1,1,,,,,1,,,,,,1,,1,,,,,,2,,,,0,0,70,30,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"camera,GPS ,Ventillation tunnel, commpteur d eau,","traites robotise ,Herd Navigator ,",1,,,,,,,,,,,24,2,2402,,1,,
Q34753829,5.84740789,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,2,2402,,,,3
Q34753834,2.923703945,,,,,1,1,1,5,1,4,,,4,3,2900,12,2,,105,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34753837,2.772276955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,1,2401,,,99,
Q34753840,1.443396226,,,1,2,1,1,1,4,1,6,,,4,3,1500000,12,2,,70,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,700,1,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,,,50,50,1,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Barn Talk,Farm Quest View,4,,,,,,,,,,,35,4,3504,,,2,
Q34753846,3.495885428,3,,1,2,1,1,3,,3,4,,,,3,12000000,14,2,,140,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,160,1,300,5,,,,,,1,,,,,,,,1,,,1,,,,,3,,20,,50,30,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,video surveillance,automatic ventilation controls,1,,,,,,,,,,,35,4,3504,,1,,
Q34753847,6.264009656,,,3,,1,1,1,3,1,4,,,4,3,42,15,3,,,138,102,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,34,1,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,50,0,0,50,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34753849,3.471553976,3,,,,1,1,3,,1,1,2,,4,3,1600000,16,2,,108,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,100,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,24,1,2401,,1,,
Q34753850,6.475505514,3,,3,,1,1,1,3,3,5,,,,3,,12,2,,108,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,67,1,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33,,33,34,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,soigneur automatique,4,,,,,,,,,,,24,2,2402,,,3,
Q34753857,11.41597605,3,,3,,1,1,3,,3,4,,,,3,6323,16,2,,188,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,699,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,45,45,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,24,1,2401,,1,,
Q34753871,2.847437,,,1,5,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,100,0,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,35,4,3504,,,,3
Q34753872,15.03902217,3,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,3,3,,,,,,1,,1,1,,1,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,35,3,3503,1,,,
Q34753883,3.41217864,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,ventillation system,3,,,,,,,,,,,35,3,3503,,,,3
Q34753884,2.157508694,3,,3,,1,1,3,,3,2,,,,4,5000000,20,1,5380,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,500,1,,,,1,,1,,,,,,,,,,,,,,2,,,,,,,100,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gps on tractor,1,,,,,,,,,,,47,8,4708,,1,,
Q34753890,2.283908626,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,5,2405,,,,4
Q34753892,3.24634654,3,,3,,1,1,3,,1,5,,,2,1,750000,11,3,,,160,60,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,60,1,100,2,,,,,,1,,,,,,,,,,,,,,2,,,,0,30,50,20,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,59,12,5912,,1,,
Q34753893,6.471833031,,,,,1,1,1,2,3,5,,,,3,4320,12,2,,108,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34753897,15.17421574,3,,1,2,1,1,3,,3,3,,,,3,10000,16,2,,110,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,760,1,,,,,,1,,,,,,,1,,,,,,,2,1,,,10,,90,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,GPS,1,,,,,,,,,,,24,2,2402,,1,,
Q34753904,6.392974561,,,,,1,1,1,5,3,5,,,,3,,12,2,,78,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34753906,2.871560043,3,,1,4,1,1,3,,1,5,,,2,4,2800000,14,2,,200,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,1,400,2,,,,,,1,,1,,,,1,,,,,1,,,2,,3,,50,,25,25,1,1,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,yield monitering,gps steering,1,,,,,,,,,,,35,3,3503,,1,,
Q34753910,2.830953671,,,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,storage building behind barn with roof,,1,1,1,3,,,,,,1,,3,1,,,,1,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,100,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"tractors for planting, working ground and spreading manure",3,,,,,,,,,,,35,4,3504,,,,3
Q34753911,6.410932355,,,3,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34753919,21.76661102,3,,1,2,1,3,3,,3,4,,,,3,57000,9,3,,,80,80,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,74,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,40,60,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,Ventilation,1,,,,,,,,,,,24,2,2402,,1,,
Q34753923,6.631939437,3,,1,3,1,1,1,2,1,5,,,3,4,912500,16,2,,108,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,62,1,89,3,,,,,,1,,,,,,,,1,,,1,,,2,,2,,,,50,50,1,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,ventilation et éclarage,1,,,,,,,,,,,24,2,2402,,1,,
Q34753931,10.87121609,1,1,,,1,1,3,,3,5,,,,3,104,10,2,,104,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,50,50,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,robots pour le moulé,1,,,,,,,,,,,24,1,2401,,1,,
Q34753939,10.70732841,3,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,,,,,,1,,2,1,,3,,1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,100,0,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,robot à moulée,1,,,,,,,,,,,24,1,2401,,1,,
Q34753943,2.888699055,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,2,3502,,,,2
Q34753945,11.00665208,3,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,203,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,50,50,1,,,,,1,3,1,1,1,traitement de l'eau,"éclairage, contrôle laitier,",1,,,,,,,,,,,24,1,2401,,1,,
Q34753952,47.10197043,3,,1,5,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,47,8,4708,3,,,
Q34753956,2.80035864,,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,on site storage building,,1,1,1,1,,1,,,,,,1,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,feed and water consumption,"barn ventilation, lighting",3,,,,,,,,,,,35,4,3504,,,,2
Q34753958,4.323021263,,,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,2,1,,,,1,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"collecte de données sur le terrain par GPS, contrôle Maximus","GPS, contrôles Maximus pour éclairage,ventilation,température,humidité",3,,,,,,,,,,,24,2,2402,,,,3
Q34753962,3.818145073,,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,1,,spread and buried right away in the field,1,1,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,67,33,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,2,2402,,,,3
Q34753966,2.941534996,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,air quality and feed consumption,"ventilation, lighting, feed delivery",3,,,,,,,,,,,59,12,5912,,,,2
Q34753967,2.926983452,,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,1,1,,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,50,,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Maximus,Maximus,3,,,,,,,,,,,35,2,3502,,,,3
Q34753969,1.219466694,3,,3,,1,2,1,4,,,,,,,,,,,8,,,,,,,,,,,,,1,1,,,,2,3,3,3,3,,,,,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,35,3,3503,3,,,
Q34753970,10.45813459,1,1,1,2,1,1,3,,1,6,,,2,3,550000,8,3,,,200,85,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"GPS, Robotics",1,,,,,,,,,,,35,3,3503,,1,,
Q34753974,7.396915796,3,,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,2,2,1,,,,,,,2,1,,1,150,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,lactanet,1,,,,,,,,,,,24,5,2405,,1,,
Q34753975,4.038876635,3,,1,1,1,1,3,,1,5,,,4,3,282744,16,2,,150,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,348,1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,0,40,30,1,,,,,2,,,,1,3,,,,,,,,,,,,,1,1,1,UNI FORM AGRI,MY SPREADER PREVTEC,1,,,,,,,,,,,24,1,2401,,1,,
Q34753976,2.949071132,3,,1,5,1,1,3,,1,4,,,2,3,,16,2,,150,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,video de surveillance,"robotique, ventilation, eclairage",1,,,,,,,,,,,24,1,2401,,1,,
Q34753978,1.507524537,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,59,11,5911,3,,,
Q34753979,2.523494717,3,,3,,1,1,3,,3,5,,,,3,5560,16,2,,125,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,nous avons un vector tous les aliments sont inscrit,2 robot de traite,1,,,,,,,,,,,24,5,2405,,1,,
Q34753982,2.776813275,,,,,1,1,1,5,1,5,,,2,3,180955,16,2,,120,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,24,1,2401,,,3,
Q34753988,6.37387212,3,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,3,3,,,,,,1,,2,1,,1,115,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,35,65,1,,,,,3,,,,,,,1,,,,,,,,,,,24,5,2405,,1,,
